,Title,Desc,Type,BodyPart,Equipment,Level
1487,Behind-The-Neck Pull-Down - Gethin Variation,the behind the neck pull down is a cable exercise intended to target the muscles of the upper and middle back if you have the requisite shoulder mobility it can help you targets the upper back muscles including the trapezius and rhomboids as well as the lats latissimus dorsi it is popular among elite bodybuilders and physique athletes but some coaches consider it unsafe to the shoulder joint in particular to people with existing shoulder problems ,Strength,Lats,Cable,Intermediate
1488,Single-Arm Cable Row - Gethin Variation,the single arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side at a time it targets a wide range of muscles including the lats latissimus dorsi traps rhomboids and rear deltoids as well as the biceps the single arm row can work well in a variety of rep ranges but is most popular in muscle building workouts or as an accessory movement for strength workouts ,Strength,Lats,Cable,Intermediate
1491,AM Close-Grip Pull-Down,the close grip pull down is a variation on the lat pull down acable based exercise machine that s ubiquitous in gyms around the world this back builder is easy to learn and highly effective allowing for variable resistance depending on where you place the pin in the stack ,Strength,Lats,Cable,Intermediate
1492,AM Wide-Grip Pull-Down,the lat pull down is a cable based exercise machine that s ubiquitous in gyms around the world this back builder is easy to learn and highly effective allowing for variable resistance depending on where you place the pin in the stack ,Strength,Lats,Cable,Intermediate
1493,UP Lat Pull-Down,the lat pull down is a cable based exercise machine that s ubiquitous in gyms around the world this back builder is easy to learn and highly effective allowing for variable resistance depending on where you place the pin in the stack ,Strength,Lats,Cable,Intermediate
1494,Reverse-grip lat pull-down,the reverse grip lat pull down is variation on the lat pull down that targets the lower lats more than an overhand grip because the hands are relatively close together it also increases the range of motion beyond wider grip pull down variations it can be performed for low reps such as 5 6 per set for back strength or for higher reps for size ,Strength,Lats,Machine,Intermediate
1495,Machine seated row,the machine seated row is a popular exercise targeting the back muscles particularly the lats latissimus dorsi rhomboids and middle and lower trapezius there is a wide variety of seated row machines but most of them approximate the motion of a free weight row but in an upright forward facing position machine row variations are often performed for moderate to high reps such as 8 12 reps per set or more as part of an upper body or back focused portion of a workout ,Strength,Lats,Machine,Beginner
1496,Machine-assisted pull-up,the machine assisted pull up takes a classic back building exercise and adds assistance to make the movement easier than the bodyweight version the amount of assistance can easily be changed by moving the pin in the stack while some people use this variation as a substitute for pull ups or as an assistance exercise for pull ups it is also effective as a way to perform the pull up motion in traditional muscle building ranges this variation is often performed for moderate to high reps such as 8 12 reps per set or more as part of upper body or back focused training ,Strength,Lats,Machine,Beginner
1497,Single-arm pull-down,the single arm pull down is a variation on the lat pull down that is performed one arm at a time usually with a d shaped handle and a cable stack many lifters find they can feel the lat latissimus dorsi muscles working better with single arm variations ,Strength,Lats,Machine,Intermediate
1499,Single-arm machine high row,the single arm machine high row is a machine based exercise targeting the back muscles including the lats rhomboids and middle and lower traps it approximates the motion of a free weight row but uses a selectorized weight stack or plate loaded machine many such machines also allow you to choose between different grips and grip widths machine based rows are often done for moderate to high reps such as 8 12 reps per set or more as part of the upper body or back focused portion of a workout ,Strength,Lats,Machine,Intermediate
1501,Seated Machine Row - Gethin Variation,the machine seated row is an exercise targeting the back muscles emphasizing the mid to upper back ,Strength,Lats,Machine,Intermediate
1503,King Maker Lat Pull-Down,the lat pull down is a cable based exercise machine that s ubiquitous in gyms around the world this back builder is easy to learn and highly effective allowing for variable resistance depending on where you place the pin in the stack ,Strength,Lats,Machine,Intermediate
